Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Flexible and efficient matchmaking and ranking in service directories,I. Constantinescu; W. Binder; B. Faltings,"Ecole Polytechnique Federale de Lausanne, Switzerland; Ecole Polytechnique Federale de Lausanne, Switzerland; Ecole Polytechnique Federale de Lausanne, Switzerland",IEEE International Conference on Web Services (ICWS'05),,2005,,,5,12 vol.1,,,,10.1109/ICWS.2005.62,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1530777,,Web services;Database languages;Engines;Information management;Large scale integration;Tree data structures;Interleaved codes;Electronics packaging;Libraries;Heuristic algorithms,query processing;query languages;tree searching;distributed processing;sorting;information management,distributed system;integrated directory system;large-scale service discovery;service composition;DirQL;query language;service description;search tree;intersection discriminator,,,,,,,,,,IEEE,IEEE Conferences
Strider Search Ranger: Towards an Autonomic Anti-Spam Search Engine,Y. Wang; M. Ma,"Microsoft Research, USA; Microsoft Research, USA",Fourth International Conference on Autonomic Computing (ICAC'07),,2007,,,32,32,,,,10.1109/ICAC.2007.38,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4273126,,Search engines;Large-scale systems;Information analysis;Business;System testing;Information retrieval;Content based retrieval;Computer security;Monitoring;Web pages,query processing;search engines;security of data;unsolicited e-mail,strider search ranger;autonomic anti-spam search engine;search spammers;search engine optimization techniques;spam links;large-scale spammers;spammer-targeted keywords,,,,,,,,,,IEEE,IEEE Conferences
"SksOpen: Efficient Indexing, Querying, and Visualization of Geo-spatial Big Data",Y. Lu; M. Zhang; S. Witherspoon; Y. Yesha; Y. Yesha; N. Rishe,NA; NA; NA; NA; NA; NA,2013 12th International Conference on Machine Learning and Applications,,2013,2,,495,500,,,,10.1109/ICMLA.2013.196,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6786159,spatial databases;spatial index;data visualization,Data visualization;Spatial databases;Loading;Indexing;Algorithm design and analysis;Geospatial analysis,data visualisation;database indexing;geographic information systems;Internet;query processing;visual databases,top-k spatial Boolean queries;TerraFly sksOpen;TerraFly Geospatial database;critical quality of service;location-based data;Web-based map services;geospatial big data visualization;geospatial big data querying;geospatial big data indexing,,,,,,,,,,IEEE,IEEE Conferences
BFilter - A XML Message Filtering and Matching Approach in Publish/Subscribe Systems,L. Dai; C. Lung; S. Majumdar,NA; NA; NA,2010 IEEE Global Telecommunications Conference GLOBECOM 2010,,2010,,,1,6,,,,10.1109/GLOCOM.2010.5683534,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5683534,,XML;Subscriptions;Runtime;Matched filters;IEEE Communications Society;Indexes,document handling;information filtering;message passing;middleware;probability;query processing;XML,BFilter;XML message filtering;XML message matching;publish/subscribe systems;XML message multicast;content-based multicast;application layer;data filtering;matching processes;forwarding schemes;routing schemes;XML data;XML document;user query;backward matching branch points;probability;YFilter;complex query,,,,,,,,,,IEEE,IEEE Conferences
Hyperspectral image visualization with a 3-D self-organizing map,J. Jordan; E. Angelopoulou,"Pattern Recognition Lab, University of Erlangen-Nuremberg, Germany; Pattern Recognition Lab, University of Erlangen-Nuremberg, Germany",2013 5th Workshop on Hyperspectral Image and Signal Processing: Evolution in Remote Sensing (WHISPERS),,2013,,,1,4,,,,10.1109/WHISPERS.2013.8080607,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8080607,Hyperspectral imaging;Self-organizing feature maps;Visualization;False Coloring,Data visualization;Self-organizing feature maps;Principal component analysis;Image color analysis;Three-dimensional displays;Remote sensing;Layout,data visualisation;geophysical image processing;image colour analysis;principal component analysis;query processing;remote sensing;self-organising feature maps,laboratory image data;hyperspectral image visualization;false-color visualization;interactive hyper-spectral image analysis;self-organizing map dimensionality reduction;3-dimensional SOM;data query;query result;visualization results;remote sensing;unsupervised technique;principal component based false coloring,,,,,,,,,,IEEE,IEEE Conferences
Supporting high performance bioinformatics flat-file data processing using indices,Xuan Zhang; G. Agrawal,"Department of Computer Science and Engineering, Ohio State University, Columbus, 43220, USA; Department of Computer Science and Engineering, Ohio State University, Columbus, 43220, USA",2008 IEEE International Symposium on Parallel and Distributed Processing,,2008,,,1,8,,,,10.1109/IPDPS.2008.4536176,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4536176,,Bioinformatics;Data processing;Databases;Indexing;Sequences;Computer science;Data engineering;In vitro;Data analysis;Performance analysis,biology computing;query processing,high performance bioinformatics;flat file data processing;biological database query;data heterogeneity;flat file query system;indexes,,,,,,,,,,IEEE,IEEE Conferences
Robust Sparse Hashing,A. Cherian; V. Morellas; N. Papanikolopoulos,"Dept. of Computer Science and Engineering, University of Minnesota, Minneapolis, MN-55455, USA; Dept. of Computer Science and Engineering, University of Minnesota, Minneapolis, MN-55455, USA; Dept. of Computer Science and Engineering, University of Minnesota, Minneapolis, MN-55455, USA",2012 19th IEEE International Conference on Image Processing,,2012,,,2417,2420,,,,10.1109/ICIP.2012.6467385,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6467385,Sparse coding;Robust optimization;Nearest neighbors,Robustness;Dictionaries;Vectors;Noise;Uncertainty;Optimization;Data models,computer vision;feature extraction;file organisation;image coding;learning (artificial intelligence);optimisation;query processing,nearest neighbors retrieval;robust sparse hashing;dictionary learning;sparse coding;hashcode;query point;RSH;uncertain data point;scale invariant feature transform;SIFT;noise tolerant,,,,,,,,,,IEEE,IEEE Conferences
Improved concurrency control techniques for multi-dimensional index structures,K. V. Ravi Kanth; D. Serena; A. K. Singh,"Dept. of Comput. Sci., California Univ., Santa Barbara, CA, USA; NA; NA",Proceedings of the First Merged International Parallel Processing Symposium and Symposium on Parallel and Distributed Processing,,1998,,,580,586,,,,10.1109/IPPS.1998.669984,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=669984,,Concurrency control;Throughput;Image databases;Indexes;Concurrent computing;Spatial databases;Computer science;Indexing;Database systems;Information retrieval,visual databases;concurrency control;tree data structures;query processing;shared memory systems;software performance evaluation;database theory,concurrency control;multidimensional index structures;R-trees;fast searching;high-dimensional spaces;index regions;insert operation;delete operation;node splits;query operations;update operations;index region modifications;query blocking overheads;image data;experiments;shared memory multiprocessor,,,,,,,,,,IEEE,IEEE Conferences
Geo-location inference from image content and user tags,A. Gallagher; D. Joshi; J. Yu; J. Luo,"Kodak Research Laboratories, Rochester, NY 14615, USA; Kodak Research Laboratories, Rochester, NY 14615, USA; Kodak Research Laboratories, Rochester, NY 14615, USA; Kodak Research Laboratories, Rochester, NY 14615, USA",2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,2009,,,55,62,,,,10.1109/CVPRW.2009.5204168,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5204168,,Humans;Computer vision;Search engines;Large-scale systems;Global Positioning System;Image databases;Laboratories;Nearest neighbor searches;Tagging;Histograms,geography;image matching;query processing;visual databases,geolocation inference;image content;user tags;geographic location;geotagged images;query images;visual nearest neighbor search;geotagged photographs;location probability maps;visual content matching;multiple feature descriptor;color histograms;GIST features;local tag probability map;geoinference engine,,,,,,,,,,IEEE,IEEE Conferences
Hyperprofile-Based Computation Offloading for Mobile Edge Networks,A. Crutcher; C. Koch; K. Coleman; J. Patman; F. Esposito; P. Calyam,NA; NA; NA; NA; NA; NA,2017 IEEE 14th International Conference on Mobile Ad Hoc and Sensor Systems (MASS),,2017,,,525,529,,,,10.1109/MASS.2017.91,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8108792,Knowledge-defined networking;machine learning;computation offloading;mobile edge networks;k-Nearest Neighbor,Bandwidth;Computational modeling;Mobile communication;Energy consumption;Data models;Measurement,cloud computing;learning (artificial intelligence);mobile computing;query processing,mobile edge networks;computation offloading frameworks;cloud services;edge device;computationally intensive tasks;edge nodes;intelligent predictions;offloading costs;multidimensional feature space;hyperprofile position nodes;offloading computation;network metrics;knowledge-defined networking;k-nearest neighbor query;KDN;ML;kNN queries;hyperprofile-based computation offloading,,,,,,,,,,IEEE,IEEE Conferences
Cost-Sensitive Multi-strategy Active Annotation for Text Classification,S. Arora; P. Donmez; E. Nyberg,NA; NA; NA,2012 11th International Conference on Machine Learning and Applications,,2012,1,,421,426,,,,10.1109/ICMLA.2012.76,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6406699,Cost-Sensitive Active Learning;Annotator Rationales;Active learning with Multiple Strategies,Accuracy;Uncertainty;Data models;Training;Joints;Computational modeling;Correlation,learning (artificial intelligence);pattern classification;query processing;text analysis,cost-sensitive multistrategy active annotation;text classification;performance improvement;incremental value;cost-sensitive active learning approach;annotation strategy selection;annotator rationales;instance selection;instance querrying,,,,,,,,,,IEEE,IEEE Conferences
Domain specific searches using conceptual spectra,D. Bonino; F. Corno; L. Farinetti,"Dipt. di Autom. e Inf., Politecnico di Torino, Italy; Dipt. di Autom. e Inf., Politecnico di Torino, Italy; Dipt. di Autom. e Inf., Politecnico di Torino, Italy",16th IEEE International Conference on Tools with Artificial Intelligence,,2004,,,680,687,,,,10.1109/ICTAI.2004.53,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1374254,,Ontologies;Search engines;Semantic Web;Information retrieval;Indexing;Prototypes;Cats;Feeds;Inference algorithms,semantic Web;ontologies (artificial intelligence);search engines;query processing,conceptual spectra;user satisfaction;search engines;text indexing;resource content;query context;user needs;semantic Web;ontologies;concept-based search paradigm;document retrieval;keyword-based engine,,,,,,,,,,IEEE,IEEE Conferences
MRapid: An Efficient Short Job Optimizer on Hadoop,H. Zhang; H. Huang; L. Wang,NA; NA; NA,2017 IEEE International Parallel and Distributed Processing Symposium (IPDPS),,2017,,,459,468,,,,10.1109/IPDPS.2017.100,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7967135,Hadoop;MapReduce;Short Job;Uber Mode;Distributed Mode,Containers;Heart beat;Resource management;Distributed databases;Yarn;Computer science;Parallel processing,data analysis;parallel programming;query processing;scheduling,MRapid;efficient short job optimizer;Hadoop extension;large scale data analysis;commodity hardware;query languages;Hive;Pig;complex query handling;Uber mode;Microsoft Azure public cloud;MapReduce;parallel programming model,,,,,,,,,,IEEE,IEEE Conferences
A Research Plan to Study Impact of a Collaborative Web Search Tool on Novice's Query Behavior,M. Al-Sammarraie; K. Umapathy,NA; NA,2016 International Conference on Collaboration Technologies and Systems (CTS),,2016,,,539,544,,,,10.1109/CTS.2016.0100,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7871038,Query Behavior;Collaborative Web Search;Novice Expert Search Collaboration;Search Team;Experimental Design;Collaborative Search Tasks,Collaboration;Web search;Context;Search engines;Google;History,Internet;query processing,research plan;collaborative information search process;novice query behaviors;Web search behaviors;collaborative search systems;group users;user query behaviors;system query suggestions;query success rates;collaboration;SearchTeam;collaborative Web search tool designers;domain experts;querying strategies,,,,,,,,,,IEEE,IEEE Conferences
Localized Energy Efficient Detection and Tracking of Dynamic Phenomena,R. Tiwari; M. T. Thai; A. Helal,NA; NA; NA,2010 IEEE Global Telecommunications Conference GLOBECOM 2010,,2010,,,1,5,,,,10.1109/GLOCOM.2010.5683257,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5683257,,Peer to peer computing;Protocols;Wireless sensor networks;Dynamics;Energy consumption;Shape;Arrays,edge detection;energy conservation;pattern clustering;protocols;query processing;radio tracking;telecommunication traffic;wireless sensor networks,localized energy efficient detection;nondeterministic shape variation;wireless sensor networks;dynamic phenomena tracking;nondeterministic size variation;energy consumption;protocol;energy consumption;localized clustering method;network traffic;centralized query processor;CQP,,,,,,,,,,IEEE,IEEE Conferences
